query,url,title,upload_date,channel,views,likes,dislikes,comment_count,comment_text,comment_author,comment_date,comment_likes,sentiment_type
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,04:41 Nhưng cậu là người tớ thích. 🏳,Trinh Jollie 400k Vào timbantinhvn CHẤM com,2021-01-12T16:13:56Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Instead of wasting  space put them all to sleep. Stop wasting money,LUPE LITTLE TEE SAENZ,2020-04-29T04:34:18Z,189,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Wtf!,Hector Ramirez,2020-10-12T13:07:00Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,🤑🤑🤑,cineva 000,2021-02-14T08:39:14Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Hahahhahahahaa,Hans Obermaier,2020-10-31T17:57:39Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Tinha q agir assim no Brasil!,Ricardo De Andrade,2020-06-02T22:20:35Z,3,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,🤔😭😭😭😭😭,Md Shofik,2020-07-23T06:49:25Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,يالهي دخليك  ياالهي اللطف ورئفه بحالنا يالله يالله,مولاي علي١,2020-11-18T13:12:08Z,11,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Wow👍,bujang tunggal channel,2020-12-13T03:39:53Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,تقول صنادق نتاع الباطاطا 😂😂😂😂😂,Mimi Lola,2021-01-23T21:13:18Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,I don’t feel bad for them. They deserve it.,tito Baires,2020-04-28T21:36:29Z,160,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Iwww di mna ini,goeta kibu,2021-01-05T09:07:05Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,🦂,nur triana,2021-01-29T05:39:34Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,⁰,Martine Guergoua,2020-12-20T20:52:43Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,😲😲👍👍👍,Нурсултан Апешов,2020-05-30T09:28:00Z,4,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,😂🤣😂🤣😂🤣😂🤣,Md Jahidul khan,2020-11-19T15:05:38Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,🏴‍☠️🇺🇸,لولو كوين,2020-12-20T21:20:14Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,i just remember 15th of September,Eddie De Leon,2020-12-17T08:51:48Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,حسبنا الله ونعم الوكيل في كل ظالم,Elsayed Ali,2020-12-05T18:05:50Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,"""OPEN FIRE""",D C,2020-04-29T15:20:19Z,40,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,21:13  Uống nhầm 1 ánh mắt cơn say theo cả đời,Phương Ly 100K Vào timbantinhvn CHẤM com,2020-12-25T17:44:59Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,2,Kaushal Gupta,2020-07-30T15:43:23Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,น่ากลัว,วันใส นิธิสมหวังชัย,2020-12-13T08:32:38Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,waaaaaaw,Khalifa Alhosani,2020-06-26T17:41:24Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,M vi :-) Hz,Imam Hosen,2020-06-10T03:23:20Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Allah tala ap sa zaroor badla la ga un ka inshallah,Mir Shafiqa,2021-02-13T06:28:58Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,Onde está o destansiamento 🇵🇹👍,Manuel Santos,2020-11-04T19:10:54Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,🤩😅,Mickey Tuyen,2020-05-26T00:15:49Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,"Apakah kita salah mengelola dunia, sehingga banyak sekali penjahat usia muda.  🥶🥶🥶",she klipit,2020-09-01T08:22:32Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,رضيت بالله ربا وبمحمد صلى الله عليه وسلّم نبيا ورسولا وبالإسلام دينا,ahmed bachi,2021-01-07T10:52:57Z,3,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,"... Revelation 14: 6,7",Joshua Brownfield,2020-11-30T19:39:15Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,"Кто и что это, жуть. Вся молодость в тюрьме?",Валентина Винокурова,2020-11-19T03:04:17Z,14,neutral
coronavirus,https://www.youtube.com/watch?v=EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,VOA News,16294412,32898,9902,2141,See what happens when you dont execute murderers...,FATHER THOMAS,2020-04-26T23:53:21Z,137,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,"Please extend it for ""janata curfew"" awareness.",Rd,2020-03-21T15:36:24Z,804,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,In this advertisement corona is shown as a dragon I.e Chinese emblem,chandan singh,2020-03-21T17:27:38Z,572,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,i can hear the toyko ghoul opening oh my radience help,_tenfictions_,2020-11-29T01:29:37Z,21,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Skynet virüs: I will end humanity. Coronavirüs: hold my beer...,eco,2020-12-01T05:58:36Z,9,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,👏🏻,Renu Bhati,2020-03-23T09:58:20Z,25,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,आज तक वाले पहली बार पसंद आया कार्टून आपने पहली बार कुछ अच्छा काम किया है,Lakheswar Baghel,2020-03-21T14:21:45Z,1140,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Now we finally know the dangerous antagonist of this entire anime,Courtney,2020-12-26T04:59:36Z,4,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,I think 20+20= End.   God Damn🙄,PAL - TAL,2020-03-21T18:34:39Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,''yeah i love corona-chan'' me an intellectual:,Mothost,2020-12-22T15:27:14Z,5,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,What's with everyone in the comments and tokyo ghoul,NIZAR AWAD,2020-12-15T15:18:58Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,We killed animals we killed trees we killed ocean life now planet and there saviour is killing us what to fear of 🤣🤣🤣🤣🤣🤣,LORD BEERUS,2020-03-21T16:40:05Z,270,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,I like how even though the person wore the mask the red dragon shit still got out,Panchamp,2020-12-08T20:41:01Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,This is the first video that I liked the most about corona. In a funny way it is explaining the major precautions which we should take. While the other videos regarding the same  are very scary.,Rupal Rathod,2020-03-27T06:05:30Z,2,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,I was trying to skip the baba ad,wonder thoughts,2020-03-21T16:58:50Z,6,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,The coronavirus looks like that foot fungus monster from the Lamisil commercials.,Danny Danny,2021-01-08T07:25:06Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,China-corona Africa-ebola  India-tiktok,Himanshu Rani,2020-03-21T14:20:21Z,970,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,It is so interesting to watch. One request to channel team. It would be good to see all video with English version and regional language will more fun. Please check the possibilities of multilingual support of videos.,saravana bharathi,2020-08-07T16:22:00Z,2,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,"This is add of news chenal,😐",mahnoor fatima,2020-08-01T17:00:18Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,"Very nice concept, government must play this in every television",Hamro Talking Tom,2020-03-22T02:38:44Z,2,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,"nice video to information of this virus   Please extend it for ""janata curfew"" awareness.",Origami Style,2020-03-23T05:37:34Z,3,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Also show some 2 minute videos of awareness in every break and advertisement..instead of other products advertising..till corona not Finnished..plz,Rohit Verma,2020-03-21T14:19:58Z,128,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,That’s a good video by the way Aadab would also do,Nikhat Praveen,2020-03-22T06:25:46Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,I just wanted some footage for my Tokyo Ghoul opening.,Nikku4211,2020-11-10T18:29:00Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Need more motivated videos related to corona n Tq so much 🙏,VIZZ DANCE STUDIO,2020-03-21T18:48:40Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,U showing virus in this video look like Tumbbad movie ghost hastar,sopan aiwale,2020-03-21T17:03:06Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Cleaning is the best way to fight virus and germs.,MJS G,2020-03-21T17:18:52Z,4,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,I love my country it's almost some safety,sathyajith,2020-03-21T16:46:09Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Your lose the covid-19,aumsum albios 2021,2021-02-01T16:05:40Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,"Are yaar yeh dislikes waalo ko kya chahiye?....In this type of critical condition... people who are not taking it seriously  to government protocols  must have disliked it...  ,Please guys change your perception..#STAY SAFE",Abhishek Raj,2020-03-24T12:57:24Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,*How many people are annoyed  with the starting ad ?*,human The Fallen Sorcerer,2020-03-21T14:23:00Z,403,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,i used it to explain to my grand ma thank you,Arju Adhikari,2020-05-21T07:48:57Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Thank you for awareness,Rupak Paul,2020-03-21T18:07:42Z,2,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Also good comedy 👌😂🤣,Asgar Ali,2020-04-10T06:59:05Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,From World War 3 To World War Z,EAC Alim Khan,2020-03-22T20:52:26Z,10,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,A Very important msg to the society,NILESH SHAW,2020-03-21T14:23:27Z,61,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,I wrote this with a ti n foil ball,Epicc mobile user,2020-11-24T19:54:06Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Awesome 👍 stay home stay safe NAMSTE 🙏,Sandeep Kumar Yadav,2020-03-21T17:10:29Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Passivation method can be used to fight coronavirus patients who are recovering from covid-19 we can use their blood plasma in their blood we can find antibody which can injected in the infected patient it will boost the recovery and it will help to create antibodies passivation method usekaro Jo log carona se theek ho gaya ha unka plasma use karo us kya ander antibody hoti hai usko infected patience mein dalo jo karona say infected hai.,I am Muhammed,2020-03-25T17:12:06Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,the paper dragon.,flowey dreemur,2020-08-19T07:06:25Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,By wearing mask there is no assurance that u are safe from corona,Ace,2020-03-22T06:38:54Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,This is the time we have to prove our humanity issey bada gopden chance phir pata nahi kab mile Please please stay at home and save lifes🙏🙏🙏,Rohit Nepu,2020-03-24T14:05:59Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Nice effort but it gives a somewhat wrong message. Everyone does not need mask.  You can use handkerchiefs instead. The masks must be available for doctors and surgeons and affected people,ansh sachdeva,2020-03-23T18:27:09Z,6,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Beautiful message!!♥️♥️,Akash Paul,2020-03-28T08:34:42Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Very well explained. People will be more careful watching this video.,Mrityunjoy Mondal,2020-03-21T17:24:18Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,1 of the best vdo tody i hv seen,SAURABH,2020-04-10T07:20:57Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,GOD BLESS EVERYONE AND GOD SAVE EVERYONE 🙏🙏🙏,Sambit Sahoo,2020-03-24T10:23:56Z,16,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,I am the man of all season😂,C J,2020-04-20T16:31:20Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Very good effort by #sosorryteam It will send a great msg to audience.  Thank you,Anuj malasi,2020-03-21T18:47:56Z,4,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Very inspiring and help full vedio.,xxx,2020-03-23T00:32:42Z,2,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Exhalent awareness video.,Mahesh Mahi,2020-03-21T17:32:32Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Thanks for this message,Voice of Kasba,2020-03-21T18:03:17Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Extend the Janta Curfew.. One day is not going to work😓😓,Aryan Wadile,2020-03-22T09:47:39Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,"It's Awareness Video of ""All Seasons"", not Corona.",Bhujabali Bogar,2020-03-22T05:06:23Z,2,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,But when will it go . Till when we can live like this,Rohan Sharma,2020-03-23T02:05:33Z,2,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Virus design could be batter 😂😂,Prian Savaliya,2020-03-29T13:54:57Z,1,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Thanqqq so sorry team for this kind of msg full video ❤ this clip of yours teach a lot of thing to whome who still think cronavirus(covid-19) is small thing,Ravi Rajbhar,2020-03-21T14:45:10Z,15,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,"सात दिन पहले मेरा हात 🤚🏿 ऐसा था .... बारबार धोके अब हात  🤚🏻 ऐसा हो गया  😝😝कोरोना गो ,गो कोरोना😝😝",ROUSHAN KUMAR,2020-03-21T16:54:29Z,191,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Effective...,Tapash Chatterjee,2020-04-04T18:11:17Z,3,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,what kind of software use to make this videos??,Taha Alvi,2020-04-18T10:31:04Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Awesome way to spread awareness ! 👍,Priyanka Mahajan,2020-03-22T14:38:42Z,0,neutral
coronavirus,https://www.youtube.com/watch?v=QjlQRTKuZxE,"Coronavirus: Stay Safe, Don't Panic | So Sorry",2020-03-21T14:18:26Z,SoSorry,15506379,126808,12093,2234,Cartoon next level 🤟  Its great🎯💫,shalini verma,2020-03-23T06:51:13Z,1,neutral
